"USER_ID","Predictions"
661,"Democrat"
683,"Democrat"
685,"Democrat"
694,"Democrat"
699,"Republican"
701,"Democrat"
702,"Republican"
704,"Democrat"
713,"Republican"
720,"Democrat"
725,"Democrat"
726,"Republican"
727,"Republican"
732,"Republican"
733,"Democrat"
734,"Democrat"
741,"Republican"
747,"Democrat"
750,"Democrat"
752,"Democrat"
753,"Democrat"
760,"Democrat"
774,"Republican"
782,"Republican"
803,"Democrat"
807,"Democrat"
813,"Republican"
838,"Democrat"
839,"Democrat"
844,"Democrat"
846,"Democrat"
847,"Democrat"
863,"Democrat"
864,"Democrat"
866,"Democrat"
870,"Republican"
873,"Republican"
878,"Democrat"
883,"Republican"
885,"Democrat"
886,"Democrat"
897,"Republican"
902,"Democrat"
907,"Democrat"
912,"Democrat"
914,"Republican"
918,"Democrat"
924,"Democrat"
932,"Republican"
947,"Republican"
948,"Democrat"
951,"Republican"
958,"Democrat"
963,"Democrat"
965,"Republican"
969,"Democrat"
973,"Democrat"
975,"Democrat"
983,"Democrat"
1002,"Democrat"
1015,"Democrat"
1019,"Democrat"
1020,"Democrat"
1029,"Democrat"
1030,"Democrat"
1032,"Republican"
1037,"Democrat"
1048,"Democrat"
1050,"Republican"
1053,"Democrat"
1056,"Republican"
1057,"Republican"
1062,"Democrat"
1067,"Republican"
1071,"Democrat"
1073,"Democrat"
1076,"Democrat"
1079,"Republican"
1081,"Democrat"
1083,"Republican"
1084,"Republican"
1085,"Republican"
1087,"Democrat"
1092,"Republican"
1114,"Republican"
1117,"Democrat"
1124,"Democrat"
1129,"Democrat"
1133,"Democrat"
1148,"Republican"
1151,"Republican"
1154,"Republican"
1157,"Republican"
1158,"Democrat"
1162,"Democrat"
1166,"Republican"
1167,"Democrat"
1171,"Democrat"
1177,"Republican"
1179,"Republican"
1191,"Republican"
1199,"Republican"
1200,"Democrat"
1206,"Republican"
1208,"Democrat"
1209,"Republican"
1215,"Democrat"
1218,"Democrat"
1219,"Republican"
1221,"Republican"
1222,"Republican"
1234,"Democrat"
1246,"Republican"
1256,"Democrat"
1259,"Democrat"
1262,"Republican"
1266,"Republican"
1284,"Democrat"
1288,"Republican"
1298,"Republican"
1301,"Democrat"
1312,"Republican"
1315,"Republican"
1316,"Democrat"
1322,"Democrat"
1328,"Republican"
1334,"Democrat"
1342,"Democrat"
1344,"Democrat"
1362,"Democrat"
1364,"Republican"
1367,"Republican"
1371,"Democrat"
1374,"Democrat"
1381,"Democrat"
1383,"Republican"
1402,"Democrat"
1409,"Republican"
1416,"Republican"
1421,"Democrat"
1427,"Republican"
1429,"Democrat"
1431,"Democrat"
1440,"Democrat"
1442,"Democrat"
1446,"Republican"
1451,"Democrat"
1452,"Democrat"
1464,"Democrat"
1472,"Republican"
1473,"Democrat"
1474,"Democrat"
1484,"Republican"
1490,"Republican"
1497,"Democrat"
1499,"Republican"
1503,"Democrat"
1511,"Republican"
1516,"Democrat"
1521,"Democrat"
1522,"Democrat"
1523,"Republican"
1529,"Democrat"
1536,"Republican"
1540,"Republican"
1545,"Democrat"
1548,"Democrat"
1552,"Republican"
1557,"Republican"
1558,"Democrat"
1559,"Republican"
1565,"Democrat"
1576,"Democrat"
1581,"Democrat"
1592,"Republican"
1594,"Democrat"
1600,"Democrat"
1604,"Democrat"
1613,"Republican"
1615,"Democrat"
1617,"Democrat"
1619,"Democrat"
1620,"Democrat"
1624,"Democrat"
1629,"Republican"
1630,"Republican"
1637,"Democrat"
1643,"Republican"
1645,"Democrat"
1649,"Democrat"
1654,"Republican"
1668,"Democrat"
1680,"Republican"
1681,"Republican"
1683,"Republican"
1684,"Republican"
1688,"Democrat"
1689,"Democrat"
1691,"Republican"
1692,"Republican"
1693,"Democrat"
1696,"Democrat"
1702,"Republican"
1706,"Republican"
1708,"Republican"
1719,"Republican"
1723,"Republican"
1731,"Republican"
1734,"Democrat"
1736,"Republican"
1748,"Democrat"
1750,"Republican"
1751,"Democrat"
1757,"Republican"
1763,"Democrat"
1766,"Republican"
1767,"Democrat"
1776,"Democrat"
1782,"Republican"
1790,"Republican"
1812,"Democrat"
1816,"Democrat"
1819,"Republican"
1824,"Republican"
1831,"Republican"
1841,"Democrat"
1857,"Democrat"
1858,"Republican"
1860,"Democrat"
1873,"Republican"
1876,"Democrat"
1878,"Republican"
1882,"Democrat"
1884,"Democrat"
1890,"Republican"
1905,"Republican"
1906,"Democrat"
1913,"Republican"
1918,"Republican"
1921,"Democrat"
1925,"Democrat"
1936,"Democrat"
1940,"Republican"
1941,"Republican"
1947,"Democrat"
1948,"Democrat"
1959,"Democrat"
1963,"Democrat"
1966,"Democrat"
1968,"Democrat"
1975,"Republican"
1978,"Republican"
1982,"Republican"
1995,"Democrat"
1999,"Republican"
2002,"Democrat"
2014,"Democrat"
2028,"Democrat"
2031,"Republican"
2034,"Democrat"
2036,"Republican"
2037,"Democrat"
2040,"Democrat"
2041,"Republican"
2042,"Democrat"
2043,"Democrat"
2056,"Democrat"
2058,"Democrat"
2064,"Democrat"
2069,"Democrat"
2080,"Democrat"
2083,"Democrat"
2087,"Republican"
2093,"Democrat"
2100,"Republican"
2109,"Republican"
2113,"Democrat"
2116,"Democrat"
2120,"Democrat"
2124,"Democrat"
2127,"Democrat"
2133,"Republican"
2135,"Republican"
2137,"Democrat"
2141,"Republican"
2149,"Republican"
2160,"Republican"
2162,"Republican"
2163,"Republican"
2165,"Democrat"
2166,"Democrat"
2178,"Republican"
2180,"Democrat"
2185,"Democrat"
2187,"Republican"
2197,"Democrat"
2206,"Republican"
2216,"Republican"
2220,"Democrat"
2224,"Democrat"
2234,"Democrat"
2235,"Democrat"
2241,"Democrat"
2248,"Republican"
2259,"Democrat"
2262,"Democrat"
2274,"Democrat"
2275,"Democrat"
2298,"Republican"
2304,"Democrat"
2307,"Democrat"
2309,"Democrat"
2312,"Democrat"
2324,"Democrat"
2335,"Republican"
2336,"Democrat"
2338,"Democrat"
2348,"Democrat"
2350,"Republican"
2353,"Democrat"
2356,"Republican"
2362,"Republican"
2374,"Republican"
2377,"Democrat"
2378,"Democrat"
2379,"Democrat"
2386,"Democrat"
2390,"Republican"
2398,"Republican"
2402,"Democrat"
2405,"Republican"
2406,"Democrat"
2409,"Democrat"
2410,"Republican"
2413,"Democrat"
2416,"Democrat"
2419,"Democrat"
2427,"Democrat"
2430,"Republican"
2434,"Republican"
2435,"Democrat"
2452,"Democrat"
2454,"Republican"
2456,"Democrat"
2458,"Democrat"
2462,"Republican"
2470,"Democrat"
2472,"Democrat"
2473,"Democrat"
2487,"Republican"
2488,"Democrat"
2493,"Republican"
2496,"Republican"
2499,"Democrat"
2500,"Democrat"
2501,"Democrat"
2502,"Republican"
2504,"Democrat"
2505,"Democrat"
2510,"Democrat"
2514,"Democrat"
2519,"Democrat"
2531,"Democrat"
2535,"Republican"
2537,"Democrat"
2539,"Democrat"
2540,"Democrat"
2547,"Republican"
2548,"Democrat"
2551,"Republican"
2552,"Democrat"
2555,"Republican"
2564,"Democrat"
2568,"Republican"
2569,"Republican"
2572,"Democrat"
2584,"Democrat"
2585,"Democrat"
2596,"Republican"
2599,"Democrat"
2600,"Democrat"
2602,"Democrat"
2607,"Democrat"
2616,"Republican"
2617,"Republican"
2628,"Republican"
2630,"Democrat"
2633,"Democrat"
2636,"Republican"
2642,"Democrat"
2648,"Republican"
2651,"Democrat"
2653,"Republican"
2656,"Democrat"
2669,"Democrat"
2679,"Democrat"
2681,"Democrat"
2682,"Democrat"
2683,"Democrat"
2684,"Republican"
2685,"Democrat"
2695,"Democrat"
2701,"Democrat"
2702,"Republican"
2709,"Democrat"
2713,"Republican"
2715,"Republican"
2728,"Republican"
2733,"Republican"
2738,"Democrat"
2746,"Democrat"
2748,"Republican"
2752,"Republican"
2753,"Democrat"
2758,"Democrat"
2772,"Democrat"
2800,"Democrat"
2801,"Democrat"
2802,"Democrat"
2805,"Democrat"
2814,"Republican"
2816,"Democrat"
2827,"Democrat"
2831,"Democrat"
2832,"Democrat"
2845,"Democrat"
2849,"Democrat"
2856,"Republican"
2861,"Republican"
2862,"Republican"
2869,"Democrat"
2880,"Democrat"
2881,"Democrat"
2884,"Democrat"
2887,"Republican"
2895,"Republican"
2897,"Democrat"
2898,"Democrat"
2903,"Democrat"
2904,"Democrat"
2906,"Democrat"
2911,"Democrat"
2913,"Democrat"
2916,"Republican"
2922,"Republican"
2930,"Democrat"
2933,"Democrat"
2938,"Republican"
2944,"Democrat"
2945,"Republican"
2948,"Democrat"
2950,"Democrat"
2958,"Democrat"
2965,"Republican"
2966,"Republican"
2970,"Republican"
2973,"Democrat"
2978,"Republican"
2981,"Republican"
2982,"Democrat"
2983,"Democrat"
2985,"Democrat"
2989,"Democrat"
2990,"Republican"
3003,"Democrat"
3020,"Republican"
3022,"Republican"
3035,"Republican"
3039,"Democrat"
3042,"Democrat"
3045,"Democrat"
3049,"Republican"
3058,"Democrat"
3061,"Republican"
3064,"Democrat"
3073,"Republican"
3074,"Democrat"
3077,"Democrat"
3091,"Democrat"
3096,"Democrat"
3100,"Republican"
3101,"Democrat"
3107,"Democrat"
3124,"Democrat"
3129,"Democrat"
3138,"Democrat"
3139,"Democrat"
3161,"Republican"
3164,"Republican"
3166,"Democrat"
3170,"Democrat"
3172,"Democrat"
3174,"Democrat"
3183,"Democrat"
3192,"Republican"
3197,"Republican"
3201,"Republican"
3202,"Democrat"
3214,"Republican"
3223,"Democrat"
3227,"Republican"
3230,"Democrat"
3237,"Democrat"
3245,"Republican"
3248,"Democrat"
3249,"Republican"
3253,"Democrat"
3254,"Republican"
3267,"Democrat"
3271,"Republican"
3277,"Democrat"
3292,"Republican"
3293,"Republican"
3298,"Democrat"
3302,"Republican"
3304,"Republican"
3310,"Republican"
3311,"Republican"
3313,"Republican"
3317,"Republican"
3322,"Democrat"
3326,"Democrat"
3334,"Democrat"
3335,"Democrat"
3343,"Republican"
3347,"Republican"
3353,"Democrat"
3357,"Republican"
3359,"Democrat"
3368,"Republican"
3369,"Democrat"
3372,"Democrat"
3376,"Republican"
3382,"Democrat"
3392,"Democrat"
3394,"Republican"
3395,"Republican"
3412,"Republican"
3416,"Democrat"
3424,"Democrat"
3428,"Republican"
3446,"Republican"
3451,"Democrat"
3454,"Republican"
3455,"Democrat"
3465,"Democrat"
3466,"Democrat"
3480,"Republican"
3484,"Democrat"
3486,"Democrat"
3490,"Democrat"
3492,"Republican"
3496,"Democrat"
3497,"Democrat"
3505,"Democrat"
3511,"Democrat"
3513,"Republican"
3515,"Republican"
3516,"Democrat"
3517,"Republican"
3519,"Democrat"
3520,"Democrat"
3521,"Republican"
3535,"Republican"
3537,"Democrat"
3543,"Democrat"
3550,"Democrat"
3552,"Democrat"
3554,"Democrat"
3560,"Democrat"
3563,"Republican"
3572,"Democrat"
3574,"Democrat"
3580,"Democrat"
3583,"Democrat"
3586,"Republican"
3588,"Democrat"
3590,"Democrat"
3598,"Democrat"
3607,"Republican"
3613,"Democrat"
3623,"Democrat"
3631,"Democrat"
3639,"Republican"
3654,"Democrat"
3656,"Democrat"
3663,"Republican"
3673,"Republican"
3681,"Republican"
3683,"Democrat"
3687,"Democrat"
3688,"Democrat"
3690,"Democrat"
3691,"Republican"
3693,"Democrat"
3703,"Democrat"
3710,"Democrat"
3713,"Republican"
3718,"Republican"
3719,"Democrat"
3720,"Republican"
3727,"Democrat"
3728,"Democrat"
3734,"Republican"
3742,"Republican"
3749,"Democrat"
3753,"Democrat"
3760,"Democrat"
3762,"Republican"
3768,"Democrat"
3770,"Democrat"
3781,"Republican"
3783,"Democrat"
3789,"Democrat"
3790,"Democrat"
3791,"Republican"
3800,"Democrat"
3801,"Republican"
3808,"Republican"
3810,"Democrat"
3817,"Republican"
3819,"Republican"
3827,"Democrat"
3829,"Democrat"
3833,"Republican"
3836,"Democrat"
3842,"Democrat"
3843,"Republican"
3845,"Republican"
3848,"Democrat"
3853,"Republican"
3856,"Republican"
3857,"Democrat"
3870,"Democrat"
3877,"Republican"
3886,"Republican"
3891,"Republican"
3896,"Democrat"
3899,"Republican"
3900,"Democrat"
3910,"Republican"
3911,"Republican"
3913,"Democrat"
3914,"Democrat"
3915,"Democrat"
3923,"Republican"
3927,"Republican"
3930,"Democrat"
3932,"Democrat"
3933,"Democrat"
3937,"Democrat"
3938,"Democrat"
3960,"Republican"
3962,"Republican"
3964,"Democrat"
3968,"Democrat"
3971,"Republican"
3975,"Democrat"
4013,"Democrat"
4015,"Republican"
4034,"Democrat"
4040,"Republican"
4057,"Republican"
4058,"Democrat"
4060,"Democrat"
4062,"Republican"
4064,"Republican"
4065,"Democrat"
4069,"Republican"
4077,"Democrat"
4079,"Republican"
4085,"Democrat"
4086,"Republican"
4094,"Democrat"
4095,"Democrat"
4096,"Democrat"
4100,"Democrat"
4107,"Republican"
4116,"Democrat"
4118,"Republican"
4120,"Democrat"
4123,"Democrat"
4125,"Democrat"
4130,"Republican"
4136,"Democrat"
4137,"Republican"
4145,"Democrat"
4164,"Republican"
4173,"Democrat"
4175,"Democrat"
4184,"Republican"
4189,"Republican"
4202,"Democrat"
4204,"Democrat"
4205,"Republican"
4207,"Republican"
4209,"Republican"
4216,"Democrat"
4219,"Republican"
4226,"Democrat"
4230,"Republican"
4231,"Democrat"
4235,"Republican"
4243,"Republican"
4246,"Republican"
4249,"Democrat"
4255,"Republican"
4261,"Democrat"
4262,"Democrat"
4274,"Democrat"
4275,"Democrat"
4277,"Republican"
4279,"Democrat"
4288,"Republican"
4293,"Democrat"
4302,"Republican"
4307,"Democrat"
4309,"Democrat"
4316,"Republican"
4317,"Democrat"
4326,"Republican"
4329,"Democrat"
4331,"Democrat"
4332,"Republican"
4338,"Democrat"
4346,"Republican"
4351,"Democrat"
4359,"Democrat"
4362,"Democrat"
4366,"Republican"
4368,"Democrat"
4375,"Democrat"
4377,"Democrat"
4387,"Democrat"
4388,"Democrat"
4395,"Republican"
4398,"Democrat"
4401,"Republican"
4405,"Democrat"
4410,"Republican"
4413,"Democrat"
4417,"Democrat"
4425,"Democrat"
4428,"Democrat"
4435,"Democrat"
4436,"Republican"
4441,"Republican"
4444,"Republican"
4454,"Republican"
4463,"Democrat"
4471,"Democrat"
4475,"Democrat"
4481,"Democrat"
4486,"Democrat"
4490,"Democrat"
4493,"Democrat"
4494,"Democrat"
4500,"Republican"
4503,"Democrat"
4518,"Republican"
4522,"Republican"
4527,"Republican"
4532,"Republican"
4535,"Republican"
4541,"Democrat"
4549,"Republican"
4551,"Democrat"
4557,"Democrat"
4559,"Republican"
4562,"Democrat"
4564,"Republican"
4566,"Republican"
4567,"Republican"
4568,"Republican"
4577,"Democrat"
4580,"Republican"
4586,"Democrat"
4587,"Democrat"
4596,"Democrat"
4597,"Democrat"
4611,"Republican"
4625,"Democrat"
4629,"Democrat"
4634,"Democrat"
4640,"Republican"
4644,"Democrat"
4646,"Democrat"
4651,"Republican"
4655,"Republican"
4657,"Republican"
4663,"Democrat"
4666,"Democrat"
4669,"Democrat"
4672,"Democrat"
4676,"Democrat"
4681,"Democrat"
4683,"Democrat"
4720,"Democrat"
4724,"Republican"
4725,"Republican"
4729,"Democrat"
4738,"Republican"
4739,"Democrat"
4740,"Republican"
4743,"Democrat"
4745,"Republican"
4746,"Republican"
4751,"Democrat"
4763,"Democrat"
4766,"Democrat"
4770,"Democrat"
4771,"Republican"
4778,"Democrat"
4786,"Republican"
4788,"Democrat"
4793,"Republican"
4810,"Democrat"
4811,"Democrat"
4814,"Republican"
4820,"Republican"
4821,"Democrat"
4823,"Democrat"
4829,"Republican"
4830,"Democrat"
4834,"Republican"
4854,"Republican"
4860,"Republican"
4868,"Democrat"
4873,"Democrat"
4875,"Democrat"
4877,"Democrat"
4879,"Democrat"
4882,"Democrat"
4888,"Democrat"
4891,"Democrat"
4893,"Republican"
4899,"Democrat"
4902,"Republican"
4905,"Democrat"
4906,"Republican"
4917,"Democrat"
4920,"Republican"
4923,"Democrat"
4935,"Democrat"
4938,"Democrat"
4939,"Democrat"
4950,"Democrat"
4960,"Republican"
4961,"Democrat"
4963,"Democrat"
4967,"Republican"
4971,"Democrat"
4980,"Republican"
4991,"Democrat"
4993,"Republican"
4995,"Republican"
5000,"Democrat"
5002,"Republican"
5003,"Democrat"
5008,"Democrat"
5011,"Republican"
5021,"Republican"
5023,"Democrat"
5030,"Republican"
5031,"Democrat"
5038,"Democrat"
5047,"Democrat"
5052,"Democrat"
5058,"Democrat"
5059,"Democrat"
5060,"Republican"
5062,"Republican"
5067,"Democrat"
5072,"Democrat"
5079,"Democrat"
5080,"Republican"
5081,"Democrat"
5084,"Democrat"
5087,"Democrat"
5093,"Republican"
5097,"Republican"
5098,"Democrat"
5104,"Democrat"
5109,"Democrat"
5122,"Democrat"
5130,"Democrat"
5131,"Democrat"
5134,"Democrat"
5143,"Democrat"
5155,"Republican"
5156,"Republican"
5157,"Republican"
5169,"Democrat"
5175,"Democrat"
5176,"Republican"
5177,"Democrat"
5179,"Republican"
5181,"Democrat"
5183,"Republican"
5191,"Democrat"
5200,"Democrat"
5204,"Republican"
5209,"Republican"
5215,"Republican"
5217,"Republican"
5225,"Democrat"
5227,"Republican"
5246,"Republican"
5254,"Democrat"
5255,"Democrat"
5256,"Democrat"
5262,"Democrat"
5263,"Republican"
5266,"Republican"
5269,"Democrat"
5270,"Republican"
5276,"Democrat"
5301,"Republican"
5306,"Democrat"
5312,"Republican"
5313,"Democrat"
5322,"Democrat"
5331,"Democrat"
5332,"Democrat"
5333,"Republican"
5335,"Republican"
5339,"Democrat"
5342,"Republican"
5343,"Republican"
5347,"Democrat"
5349,"Republican"
5352,"Democrat"
5353,"Republican"
5355,"Democrat"
5360,"Democrat"
5368,"Democrat"
5369,"Republican"
5372,"Democrat"
5375,"Democrat"
5380,"Democrat"
5386,"Republican"
5389,"Republican"
5391,"Republican"
5392,"Democrat"
5405,"Democrat"
5412,"Democrat"
5422,"Democrat"
5424,"Democrat"
5427,"Republican"
5430,"Democrat"
5434,"Democrat"
5438,"Republican"
5439,"Democrat"
5442,"Republican"
5447,"Republican"
5454,"Republican"
5473,"Republican"
5475,"Democrat"
5479,"Republican"
5481,"Republican"
5488,"Democrat"
5514,"Democrat"
5515,"Democrat"
5518,"Democrat"
5532,"Republican"
5533,"Republican"
5534,"Democrat"
5542,"Democrat"
5547,"Republican"
5550,"Democrat"
5558,"Republican"
5559,"Democrat"
5560,"Democrat"
5571,"Democrat"
5573,"Democrat"
5574,"Republican"
5576,"Republican"
5577,"Democrat"
5581,"Democrat"
5585,"Democrat"
5589,"Democrat"
5592,"Republican"
5599,"Democrat"
5607,"Republican"
5608,"Republican"
5617,"Democrat"
5622,"Democrat"
5625,"Republican"
5626,"Republican"
5636,"Democrat"
5643,"Democrat"
5645,"Democrat"
5648,"Democrat"
5649,"Republican"
5661,"Republican"
5662,"Republican"
5674,"Republican"
5679,"Republican"
5687,"Democrat"
5689,"Democrat"
5690,"Republican"
5699,"Republican"
5707,"Republican"
5712,"Republican"
5713,"Democrat"
5717,"Democrat"
5725,"Republican"
5731,"Democrat"
5732,"Democrat"
5743,"Democrat"
5745,"Republican"
5747,"Republican"
5748,"Democrat"
5750,"Republican"
5751,"Democrat"
5768,"Democrat"
5773,"Republican"
5779,"Democrat"
5781,"Republican"
5790,"Republican"
5791,"Democrat"
5798,"Democrat"
5803,"Democrat"
5806,"Democrat"
5807,"Republican"
5808,"Democrat"
5810,"Democrat"
5824,"Democrat"
5834,"Republican"
5843,"Democrat"
5844,"Democrat"
5847,"Republican"
5852,"Democrat"
5861,"Democrat"
5866,"Republican"
5868,"Democrat"
5877,"Republican"
5880,"Democrat"
5883,"Democrat"
5884,"Democrat"
5903,"Democrat"
5911,"Republican"
5912,"Democrat"
5917,"Democrat"
5924,"Democrat"
5933,"Republican"
5934,"Republican"
5941,"Democrat"
5948,"Democrat"
5955,"Democrat"
5958,"Republican"
5960,"Democrat"
5963,"Democrat"
5965,"Republican"
5970,"Democrat"
5972,"Republican"
5974,"Democrat"
5976,"Republican"
5980,"Democrat"
5983,"Democrat"
5986,"Republican"
5990,"Republican"
6000,"Republican"
6006,"Republican"
6016,"Republican"
6018,"Republican"
6020,"Republican"
6023,"Democrat"
6024,"Democrat"
6026,"Democrat"
6028,"Democrat"
6033,"Democrat"
6035,"Democrat"
6041,"Republican"
6054,"Democrat"
6057,"Democrat"
6059,"Democrat"
6060,"Republican"
6064,"Democrat"
6067,"Democrat"
6071,"Democrat"
6074,"Republican"
6075,"Democrat"
6077,"Democrat"
6087,"Democrat"
6094,"Democrat"
6104,"Republican"
6106,"Republican"
6113,"Democrat"
6115,"Democrat"
6116,"Democrat"
6120,"Republican"
6127,"Republican"
6143,"Republican"
6150,"Democrat"
6155,"Republican"
6163,"Republican"
6167,"Republican"
6169,"Democrat"
6173,"Republican"
6174,"Republican"
6185,"Republican"
6188,"Republican"
6191,"Democrat"
6192,"Democrat"
6195,"Democrat"
6201,"Republican"
6208,"Republican"
6213,"Democrat"
6215,"Republican"
6222,"Democrat"
6228,"Democrat"
6231,"Republican"
6233,"Democrat"
6235,"Democrat"
6244,"Republican"
6251,"Democrat"
6259,"Republican"
6262,"Democrat"
6263,"Republican"
6268,"Democrat"
6272,"Democrat"
6278,"Democrat"
6285,"Democrat"
6287,"Democrat"
6291,"Democrat"
6300,"Democrat"
6302,"Democrat"
6305,"Democrat"
6316,"Democrat"
6337,"Democrat"
6344,"Democrat"
6346,"Republican"
6348,"Democrat"
6356,"Democrat"
6360,"Democrat"
6369,"Democrat"
6375,"Republican"
6383,"Democrat"
6389,"Democrat"
6393,"Republican"
6396,"Democrat"
6404,"Republican"
6408,"Democrat"
6410,"Democrat"
6416,"Democrat"
6425,"Democrat"
6428,"Democrat"
6431,"Republican"
6436,"Republican"
6439,"Republican"
6442,"Democrat"
6447,"Democrat"
6449,"Democrat"
6457,"Democrat"
6468,"Democrat"
6470,"Democrat"
6474,"Republican"
6480,"Democrat"
6482,"Republican"
6487,"Democrat"
6489,"Democrat"
6490,"Republican"
6521,"Republican"
6529,"Republican"
6534,"Republican"
6540,"Democrat"
6550,"Democrat"
6553,"Republican"
6554,"Democrat"
6559,"Democrat"
6565,"Democrat"
6576,"Democrat"
6577,"Democrat"
6578,"Democrat"
6582,"Democrat"
6583,"Democrat"
6585,"Democrat"
6586,"Democrat"
6589,"Republican"
6595,"Democrat"
6602,"Democrat"
6606,"Republican"
6609,"Democrat"
6618,"Democrat"
6623,"Republican"
6631,"Democrat"
6633,"Democrat"
6634,"Democrat"
6639,"Republican"
6640,"Democrat"
6645,"Republican"
6648,"Republican"
6652,"Democrat"
6655,"Republican"
6662,"Democrat"
6666,"Democrat"
6667,"Democrat"
6671,"Republican"
6677,"Democrat"
6680,"Republican"
6682,"Democrat"
6686,"Democrat"
6687,"Democrat"
6692,"Democrat"
6695,"Republican"
6700,"Republican"
6701,"Democrat"
6705,"Democrat"
6709,"Democrat"
6723,"Democrat"
6724,"Democrat"
6728,"Democrat"
6732,"Democrat"
6757,"Democrat"
6760,"Democrat"
6778,"Democrat"
6781,"Democrat"
6785,"Republican"
6790,"Republican"
6791,"Republican"
6795,"Democrat"
6796,"Democrat"
6799,"Democrat"
6807,"Republican"
6811,"Democrat"
6813,"Democrat"
6814,"Democrat"
6816,"Democrat"
6817,"Democrat"
6825,"Democrat"
6830,"Democrat"
6837,"Democrat"
6843,"Democrat"
6844,"Republican"
6845,"Republican"
6848,"Republican"
6852,"Republican"
6859,"Republican"
6860,"Democrat"
6864,"Republican"
6865,"Republican"
6867,"Republican"
6870,"Republican"
6871,"Democrat"
6876,"Democrat"
6879,"Democrat"
6887,"Democrat"
6892,"Democrat"
6895,"Democrat"
6898,"Democrat"
6904,"Democrat"
6914,"Republican"
6919,"Republican"
6921,"Democrat"
6922,"Democrat"
6928,"Democrat"
6930,"Democrat"
6941,"Republican"
6946,"Republican"
6947,"Republican"
